A,B,C,D,E,F,Z
6.238346391,8.164606138,5.273530831,4.106411678,0.225449106,8.127437501,3
6.48259571,5.443731679,4.082058494,8.588387928,4.842467589,7.881035824,6
7.190693497,2.716332692,1.506986721,7.339135948,1.948331663,4.851245122,6
4.788270098,5.483279075,9.920064481,7.65948051,7.406321971,6.106461581,6
8.624307164,0.847286074,5.736661101,0.814500639,8.265065881,1.902739052,1
4.21736271,7.158987636,0.719385118,1.085007668,9.200125759,5.558844838,1
3.451052604,3.274922147,2.327011448,4.812638008,7.199160147,7.450338842,4
9.21218812,5.689195203,7.176451681,6.533353295,5.57879435,1.877237738,6
1.250318647,8.430929126,1.280604409,8.887406008,6.112391408,9.299646432,6
1.056542197,0.084358647,5.493657403,7.375416956,8.318998586,2.92702883,6
6.627415837,3.198174818,8.695197212,6.713047825,5.203250526,5.812743706,6
8.958910376,0.962233101,9.613855607,5.62038833,0.821892365,3.581972395,5
0.982611706,2.791183302,4.321219674,7.592135692,2.752947778,2.580162999,6
0.671008927,6.098608406,5.19063776,4.997844409,9.163392574,0.141401301,4
4.88283339,7.694428514,7.23845867,8.632998603,9.573819714,5.246415735,6
3.941048859,9.468009012,2.966389939,3.950811761,1.845824419,6.915353177,2
9.87496134,4.507492246,7.612981833,4.944461259,9.939307948,4.099351252,4
7.949176387,5.830310699,2.681939307,2.516035955,7.174679674,4.753364104,1
1.989666576,4.392148737,4.912335191,7.79355916,0.669786483,2.553425124,6
7.288126556,0.253316187,4.739105029,1.805628518,3.322232622,1.398177594,1
0.580099257,2.767385407,6.390242682,4.78888493,3.321377011,8.38701582,3
7.67699197,8.26852198,2.210739444,0.47176949,7.726002662,2.93877574,1
4.356110631,6.374608628,4.775028145,8.480245951,9.332277842,5.372580429,6
8.191374362,0.169780424,5.751603115,1.409383819,1.005338487,6.427443049,1
4.780394055,8.871192898,6.189487431,2.078468716,6.483766405,9.563198075,1
8.20656235,7.944182111,0.872691233,3.580876322,6.512073047,4.833366233,2
2.336859959,6.599342914,8.590955502,1.065373149,7.310759187,4.933637,1
3.30107692,0.085944744,7.570796247,4.026421905,3.373591511,6.793484672,2
4.019304345,0.079074754,5.710898632,6.749086266,7.235324417,9.680105816,6
8.548214485,4.735766419,3.227873836,0.051170053,9.34876863,9.933891267,1
5.012008606,7.051409432,1.628461431,8.42931626,0.897664262,8.019204602,6
2.655817262,4.99324254,3.47176018,5.916138085,4.523491063,3.873569739,6
0.799774704,0.215997929,8.565040839,5.18731273,5.869790941,7.782583363,4
7.760240727,5.162555642,1.079715776,6.287406844,3.772912142,1.9209155,6
2.435163455,4.327129865,9.266894464,9.562105237,2.654995234,6.577424456,6
9.866220951,2.352326312,1.670969096,1.966027116,3.48918705,2.651156185,1
1.83717896,3.588060671,0.6033503,7.887023689,8.408470691,6.983381719,6
1.492404471,4.426462793,3.059138798,3.699204539,0.405564947,6.952726662,2
4.845371238,6.222737397,6.26049614,0.199888042,6.578558806,2.238562315,1
3.717125115,0.964336044,0.742208878,7.303465747,1.433504181,9.324423034,6
6.633782085,6.263426031,3.154146252,8.531420408,2.440647974,0.08308593,6
7.669408932,5.797888811,6.080102025,8.941654705,9.200772401,5.225232722,6
0.190804584,7.759981899,8.615329831,8.984849706,1.62264181,1.741883523,6
2.25947675,9.090002782,6.414216218,7.716579682,2.252511001,3.419347854,6
6.962788313,8.315359936,2.360646422,0.639179297,3.489839999,9.79534465,1
3.066109043,4.855439997,0.880606981,1.852550291,0.561696222,1.441051362,1
9.128178005,2.784324139,8.545167494,3.195856119,2.354177698,5.975821341,1
4.73611166,4.325921908,5.525963451,0.137878309,6.229438478,9.011046841,1
4.576783161,5.039952014,0.082492554,6.974012547,0.664014305,4.264540731,6
4.288861497,3.688780886,5.650000005,7.863539398,2.167546562,5.740249928,6
2.403858294,7.077195581,2.154388925,7.166796148,9.65137174,9.946380776,6
5.631521782,0.616336241,1.029976635,7.847649641,9.267742285,1.313170419,6
5.256837849,8.820312637,7.198702023,2.839591154,4.705260888,6.773033342,2
5.555447579,1.193930711,5.113668127,5.846631381,2.362317916,8.856439005,5
4.704870194,6.990661689,6.100435809,6.245785875,0.200321715,5.330501966,6
2.020267585,2.102781395,6.693656576,9.544103125,5.637571832,4.053277235,6
1.834431349,7.67061333,6.534013812,8.445464425,4.031350687,8.601855464,6
3.604207567,9.4194706,5.012562701,5.613135189,5.321124164,5.703494231,5
0.479631816,2.191984935,5.686871067,4.388243093,7.605574426,8.459998131,3
1.700914615,8.346138772,2.719719721,2.749532244,6.926568211,4.375770277,2
6.032248484,0.289830851,4.424052292,7.251845154,4.482459792,8.631108829,6
1.45160561,7.356870561,6.462255505,2.292742903,1.67266329,8.026017958,1
7.040389723,9.393212652,4.666914227,5.474678752,7.125387531,6.201562577,5
2.063653403,0.910557322,3.927903896,2.935219746,7.219965553,6.495702873,1
1.259475975,5.038184734,0.832682162,3.015204033,6.275366919,6.905206116,1
3.691345813,5.57749354,8.920416978,3.259620851,0.776496372,2.429937025,2
6.124922537,6.511532107,0.782042406,7.362886962,6.284683019,6.972271661,6
6.716647958,4.430952229,3.72189124,5.147482577,9.728571044,1.412054107,4
1.093093313,7.428945249,2.199810282,3.72896509,5.837693845,9.048942046,2
3.836876994,2.201418294,1.979110651,6.313325856,0.148565715,1.522806892,6
2.868330167,6.575526183,9.535157396,9.302373502,5.411071532,9.574576518,6
9.188899548,6.25917372,2.207041751,9.062824277,3.940231616,1.89923025,6
1.794962152,9.788207904,8.702218961,1.133241773,3.376285574,7.735398158,1
7.16936417,5.73829529,6.066087366,4.624803214,0.801968594,2.429042526,3
2.219995087,4.401865894,1.268892684,8.484732287,6.349559601,2.74546872,6
3.341674069,4.660261626,7.601841436,4.747473733,2.84219939,0.009599659,3
7.534742817,7.239423593,9.168867912,3.235375055,0.299185385,6.691449529,2
3.007771551,5.428044869,6.256199531,6.149046533,8.521352509,6.803136633,6
5.712719135,1.007260433,8.402508972,2.516825016,8.602582412,7.193325923,1
6.478833435,8.201317493,7.476139958,2.456815885,1.238482114,0.129558433,1
2.812237588,2.239314938,2.899696708,3.863898355,1.872672798,5.932978104,2
4.086768592,4.791841586,3.04302673,2.044582326,8.543958126,3.993573881,1
0.677881694,6.715882878,3.792660487,5.655081407,0.549761192,7.032124203,5
5.855076702,8.099407854,6.424432361,5.930951335,9.598449008,4.130580741,6
0.17377271,7.355996899,2.342940389,8.45947189,2.44680572,4.325669362,6
3.093553392,9.497613613,2.586737499,8.186067375,6.027410691,1.571371021,6
9.449034682,7.537249941,1.00020413,0.487611163,2.416058301,4.792501075,1
2.624214521,9.883055937,1.426773542,4.330748467,3.269176072,8.485355946,3
9.572264451,7.068475548,1.176619347,8.025328669,0.035371388,6.401955866,6
3.145010489,2.261479401,9.765886876,1.494094197,3.797961766,0.706363094,1
0.578446206,1.075959987,2.045571237,3.293123689,2.344471491,0.705490929,1
6.832417431,7.666011808,6.37966429,5.258303815,0.252975346,0.170521309,4
4.336952072,1.970444783,2.729387791,5.045694839,6.407562601,2.26697501,4
9.990732107,1.615317318,1.139790781,0.46630092,8.30095434,9.886011802,1
8.482384662,8.609281177,7.433684769,4.380872454,7.045741826,9.053821388,3
6.226820958,3.772306755,7.585104615,0.911724087,0.738151906,4.521922271,1
3.755041709,2.415599384,6.266872359,3.248024363,4.1101318,0.829839706,1
0.819926074,8.770811088,8.978123686,8.436619649,0.73190195,2.690772439,6
4.34900289,5.952420568,3.979089361,9.762259163,1.097115998,5.830256939,6
5.453281087,3.426402613,7.947036695,0.342188265,7.922028061,3.639626401,1
5.418315923,8.506910159,5.83505866,9.579779911,7.797974293,8.120197624,6
2.047845514,4.468306369,9.90412966,3.74946479,6.372922611,7.795573163,2
8.250361585,1.937404061,5.978644658,6.158565227,9.297197911,4.718735181,6
3.30526741,7.463889994,5.502530252,6.579077883,2.985545088,5.858853969,6
5.158184452,2.074723383,7.388737522,1.079479183,8.990091091,6.557184884,1
1.524481393,3.6918001,3.703286233,8.892223315,3.468799131,7.424986789,6
2.345489626,7.726948291,9.19442169,7.166410541,4.265551132,3.422270857,6
8.711146759,9.880020707,4.002490515,6.966272394,2.931523883,7.093795018,6
8.701756415,7.723693277,1.818369424,8.888124534,3.202532314,6.211574294,6
6.585091784,0.823467969,4.794933497,7.663667154,0.266664955,8.756752189,6
3.106665318,6.719723799,5.989578806,3.701211626,4.636363304,5.761215662,2
4.574225141,9.160700963,1.045031252,5.759683507,3.20096869,6.583529005,6
3.838034702,3.127586632,9.187419244,7.557714026,8.385508407,3.967802923,6
3.168452147,2.706656241,2.711610676,9.723814012,9.52074631,6.367915698,6
9.992965041,4.313797413,1.347619267,6.404540528,4.228220288,9.775279531,6
1.697927454,7.879494888,1.324475556,5.837582307,4.519607469,9.672663041,6
8.169845941,3.597792536,1.042938529,1.893440131,4.868559634,0.936118828,1
3.880850899,7.236295971,4.044627053,1.018123157,6.681747162,2.345752995,1
8.850219671,7.120083668,5.875184333,9.184014335,0.462735221,9.074760198,6
4.454533055,5.092738712,3.388141022,9.513789191,4.281069139,1.188103282,6
6.539999943,9.412806465,3.501504727,7.687380624,2.144167713,6.879030092,6
2.303289102,0.150244607,2.04787569,3.475629579,7.534549523,6.173691959,2
2.139529267,3.093767604,7.640907134,0.772069423,8.683887668,7.360671287,1
2.006197958,6.559189326,1.664961002,8.00738589,7.457032292,5.605174313,6
9.210457722,3.731240406,9.220238897,5.269216457,2.583420842,8.806234125,4
0.310042486,1.535300562,7.763691881,5.968734767,1.222995103,0.41008206,6
7.333869866,4.323008183,6.776874048,5.280596569,6.90063736,8.670898426,4
8.974931529,8.65762593,2.17977574,8.4609133,4.333113754,8.546969814,6
8.443002193,0.909301897,2.444195593,0.750484637,7.796911547,7.199092692,1
2.867651843,2.245917067,6.583004479,6.411673241,4.677949533,3.383782275,6
1.299432661,3.833357667,5.147749251,6.843810113,5.398611953,2.483151897,6
6.059990309,8.346947199,0.723412836,5.297904758,7.387451999,9.933813174,5
0.481258445,6.650430548,1.442179319,2.709006394,4.026942832,3.392230882,1
1.448572015,2.505083276,5.479486149,0.263280663,9.524828963,8.086639927,1
8.171779364,8.639123888,8.406769819,0.419500786,4.987272209,3.285052411,1
6.625994988,1.235273331,0.518449,6.509115404,1.091133141,0.333005653,6
6.476365429,4.554630658,2.319929223,8.380863975,1.723529236,4.326392079,6
8.598899666,0.369825987,1.257410396,4.620956083,3.790322864,9.214697635,3
9.906788705,0.537357916,7.940548677,6.799260941,8.236535453,8.778925842,6
4.128646926,7.866384841,2.622391698,9.809542016,1.101259686,8.331085373,6
6.087761065,4.100317224,4.075726548,9.185813285,3.044818373,7.367763872,6
9.976709077,6.572370761,5.963790023,4.203234446,2.70397421,4.60671992,3
0.249771169,5.860365264,9.55307349,6.282607153,8.658167147,1.019156609,6
3.582321832,0.921374222,9.039029394,6.698757375,0.864608342,1.081682082,6
7.342620134,8.602371261,6.924600141,3.813676742,1.084871284,8.465475109,2
7.238597681,3.084585365,8.186606853,9.739029505,1.629416084,3.770097958,6
4.720551439,4.326939933,4.6260183,4.802292799,6.600043632,7.700085382,4
6.53743817,0.390121581,3.886092242,1.768562489,8.593926593,6.63593925,1
2.171493626,6.861832767,0.541183203,8.970224153,6.385081537,9.856808441,6
3.414880825,9.605891853,0.980683642,5.302541566,4.612399784,2.635481115,5
3.256222661,7.291460129,9.219109145,8.943165705,0.109690824,8.758731216,6
9.402605239,1.834433199,3.726663413,8.690442511,9.993457549,7.608303027,6
7.627093217,3.44676456,9.491513379,3.155238355,5.67691951,4.503377757,2
5.438341177,9.075831509,3.262258536,3.744525201,8.177762828,2.388159131,3
4.973224114,8.850725049,3.578602253,7.26518694,7.953044384,6.830358552,6
8.70728114,2.476276908,2.333323842,5.233991064,3.496182245,4.959464411,4
2.632204281,8.119449553,6.008965677,0.892012102,8.275599025,1.167473547,1
5.482829975,7.872695007,6.697993255,3.53689382,5.140112097,5.928052307,2
3.654475641,6.670356912,6.099052235,1.947252715,6.837575658,1.472488649,1
5.617355717,2.300832287,3.915422499,6.097987659,2.091615251,3.54823498,6
6.279099227,4.581572718,2.953216992,5.020202008,6.582150703,6.375052606,4
0.745704183,8.283707109,2.814117549,6.080841705,0.899917055,4.849331239,6
8.20532716,3.459925546,7.413483577,3.861262766,0.16573856,0.372323259,2
6.678539036,9.326632346,9.127812065,6.464212504,3.325831475,5.374073636,6
7.753757572,5.681568287,3.430016877,5.582905417,7.315945934,5.019054592,5
9.240062822,2.887343426,1.671442737,6.947522258,1.635634443,5.959180782,6
4.041370725,4.567137245,9.256981238,5.597017088,5.372782763,1.577244627,5
3.955395457,5.970677756,6.564938492,6.183380634,5.425935041,0.856636647,6
8.339027037,0.260458864,6.954044378,1.539510664,1.930199064,2.378568148,1
9.226420119,1.304707128,4.351476046,5.785526201,7.717674524,8.509282333,6
1.37478647,7.274305699,5.271946404,2.399004126,5.292906963,8.930405089,1
1.636410045,6.107745068,3.550020609,1.366906708,8.001970745,4.696293939,1
2.345798717,5.496156681,9.84296811,1.657348972,6.928339232,8.325692479,1
9.735278017,2.905980028,0.965913183,2.696616052,7.30841115,2.716092967,1
1.024380819,4.783755952,1.485684473,1.516195652,6.700451446,2.141076771,1
8.919799515,7.178472774,5.442687782,1.962627354,1.488935789,3.980887885,1
9.942638592,2.263751345,9.180653998,1.927669918,4.1197542,1.395482561,1
9.910090231,0.629061849,8.24752139,2.824506055,1.73553911,3.953235121,1
7.520306525,6.99986686,0.206225692,4.467478298,2.626186603,7.126289381,3
5.828727354,5.238180547,7.480223814,0.319694494,6.634957988,8.443631842,1
7.845461188,5.300026322,0.57004315,8.55942161,8.48339245,0.64759834,6
4.365488647,0.799474527,5.934689892,6.480309678,9.814207017,7.859407987,6
6.523123932,9.247609819,3.513816953,7.471546546,8.84745452,0.395897239,6
1.735813575,7.061285125,0.98129635,5.573713592,8.028971387,1.13167123,5
4.108703347,0.567292619,0.176074556,6.806207428,0.148744235,9.536159007,6
8.864874136,0.670557788,3.303856201,9.388954473,2.812803103,7.029900396,6
9.993199798,1.397934169,2.785102236,6.971188012,0.573557939,7.534872852,6
9.96697397,5.288546599,7.859113227,4.750194162,8.227766678,8.155738421,4
3.11016414,6.248444585,0.090769611,1.740620051,6.659937613,1.73643429,1
4.742349391,5.717974719,2.777626425,5.934997839,8.728728775,1.840479322,6
2.91249833,9.147973136,9.793452305,2.693550003,4.908102444,4.097371533,2
9.790489314,8.203730033,4.974335623,8.618296743,0.182648997,8.78346391,6
8.007078584,7.498602217,5.381557024,9.821737767,5.012710469,7.576212969,6
5.247283774,1.881013932,3.260977248,3.790651031,8.201088055,2.51058579,2
8.640813367,2.976899594,8.097816021,9.676138196,1.744132558,0.425293868,6
9.111019502,5.165359986,8.790618629,7.979401586,2.91183125,8.303467977,6
7.380811061,1.437563228,3.741864503,4.196898144,0.599476005,5.399503888,2
8.623336782,6.495746237,3.714524096,1.288483382,4.678214033,9.612540163,1
3.604949928,8.862014274,8.770947208,0.754520883,0.944803806,2.178563362,1
2.20099866,7.115621926,8.450136375,6.41921192,3.734016972,9.013428241,6
3.137366998,1.715313105,5.412769217,0.821842071,8.948093856,0.162092135,1
6.402062168,0.607666956,1.789623119,0.068060793,6.493752864,5.599060463,1
3.236592278,6.924231423,9.145707404,4.553955817,0.594605664,0.834431803,3
9.426116644,2.524633733,5.97262033,6.349362682,7.252850526,3.972614907,6
1.541585987,0.417965768,6.493886223,8.676532316,9.550947171,7.625583506,6
4.401986163,3.661063765,9.253502434,7.345763439,2.457618619,6.478327649,6
0.800668024,2.589815971,9.181034777,0.491439589,2.293096802,3.543797505,1
6.037134745,4.720857368,5.394322888,9.638017528,5.360035068,9.366787681,6
2.934718482,4.127147058,4.603281854,7.663687866,9.622636478,2.431010154,6
8.825121648,4.142470866,8.973990783,0.082156756,3.810605281,3.160091884,1
2.193141031,9.636471029,5.0703055,9.276712853,5.199473214,9.995612051,6
3.147052022,2.747776053,4.328651654,0.562330738,2.753746352,9.034594152,1
3.226131507,3.689236629,1.006952906,7.624958119,5.731753936,5.288863798,6
2.192940592,6.031793169,7.98608607,9.602598557,7.700156673,4.428075351,6
2.519866496,7.886501148,1.991208007,2.174262327,7.465413084,8.99976676,1
4.508746723,6.12103771,3.006830218,2.487211419,3.810561254,9.130478415,1
2.944157965,8.643574711,2.997876894,9.993337165,9.957964041,7.048650002,6
8.889634063,1.658178318,4.108356364,4.90522021,1.483408341,4.804125777,3
9.017047619,2.405324545,1.068460576,8.029852524,6.304171221,7.210782144,6
7.438189274,7.589090522,5.31499724,1.19520737,3.993628082,7.654956457,1
5.541082534,8.12525189,6.611505416,4.311256969,4.136274143,8.632679798,3
3.496078071,3.062428926,6.862433337,8.564306655,1.304997128,4.987725841,6
9.887365199,2.297734071,2.060158332,1.67258161,0.639266913,9.693427616,1
9.552141902,3.374109759,6.49114618,8.119240799,1.523201411,8.446626212,6
9.862042985,3.212949245,8.440287987,3.371512441,3.753380676,9.606977034,2
3.692207325,0.930754927,3.377835936,6.997430157,4.020402941,3.931205316,6
1.457332479,6.377765799,0.831867221,4.078425999,1.315316013,8.022636613,2
1.157455558,4.998181803,7.959464421,0.073744318,9.580584224,4.117370894,1
2.605712311,6.743096785,4.983716988,1.19201851,7.040612494,4.093754351,1
6.614828378,7.193056654,9.130015046,5.311725855,4.671912344,2.551103177,5
1.743407599,4.396134366,9.341407233,2.667259281,9.313885105,2.942236655,2
3.309528463,0.425467551,9.602469667,3.07466466,1.993128489,7.780834297,1
3.026242288,0.711196494,5.441425946,1.211292134,2.239951012,1.931072986,1
1.698282062,1.649544095,6.483793302,0.743212007,1.278418369,6.349326972,1
7.592436322,4.671629148,4.475995259,5.878982906,7.328419919,0.040175373,6
3.701307395,8.505389273,0.949694141,0.110609121,4.772877152,1.906252107,1
2.797669658,2.230293748,3.266639754,2.011545981,8.465519503,6.678755735,1
7.112775401,4.742822701,8.082876423,1.750423318,7.572358447,3.619119739,1
8.790785543,0.530917639,6.472593349,9.159726022,2.918927111,2.750587643,6
2.91961669,7.12270155,1.806418113,7.802356367,9.809299386,5.485623354,6
3.755793123,0.684028755,3.630171346,7.683972453,2.855678133,6.206438591,6
2.266187543,7.133276611,7.399814315,1.202091909,3.315420534,5.746611828,1
2.566828219,2.651255631,3.885011139,5.525192881,8.703839787,0.527200457,5
3.710180046,0.341313592,7.388150192,9.893570628,6.359107936,6.521046564,6
9.525265209,3.09199469,2.167912798,2.729355224,2.075800197,9.465265494,1
4.594202435,8.713183174,7.710040428,2.783953504,1.128436777,7.353176119,1
6.768823667,3.59521804,3.239903168,3.126940089,0.991341691,8.128064726,1
1.59817059,2.415232699,8.256558273,1.739971829,0.843632408,0.654252062,1
6.004774165,1.210799692,7.742188771,9.869856382,5.726460702,2.321983473,6
7.090011267,9.556988439,0.973866499,8.742825768,0.071151057,4.257477216,6
3.073206982,1.909508342,5.689837246,7.898583609,7.28791377,0.581091365,6
5.553162778,8.750772746,3.940803433,2.460414815,8.63411024,0.378217337,2
7.618658737,7.543614517,7.58071137,6.817372315,8.11974564,2.138890301,6
6.770564532,3.488688312,4.550337334,6.385002472,2.237112971,7.167805911,6
4.805254972,9.105877918,2.500902862,8.0809838,6.04172318,9.155335508,6
1.848853821,2.431357275,0.495805614,4.812924469,5.874458939,3.957647702,3
1.333932151,5.19393508,6.793087676,9.977010257,8.527562319,2.202036137,6
2.745900135,4.713563636,2.684703581,4.035655335,6.708738422,1.324506795,2
0.89372954,1.748839259,9.000910397,2.148297013,6.40487088,1.069359257,1
8.556331992,4.948954549,6.89484549,0.913498587,3.934158732,9.880175953,1
2.654485532,7.097699726,5.844622259,2.219878025,9.194141834,0.863386323,1
3.040032154,7.137349351,2.346962237,8.635786223,8.223241258,6.414791597,6
7.903358209,3.210967135,1.672261141,6.861152262,8.174276252,1.856093233,6
9.314830007,2.969200405,3.988622117,0.087833428,6.02618842,7.329136879,1
3.88235547,1.133475311,3.036217992,7.759363939,7.45539617,8.124794809,6
1.327492333,7.833656979,3.204084483,8.729154335,1.763322681,3.787721769,6
4.227044933,7.533478903,3.307122456,0.844427524,5.409653384,5.787117988,1
8.807311246,8.7950565,3.007597308,7.735990905,7.59934641,5.536427898,6
3.755639841,7.119014464,0.017160636,4.183688495,1.367762208,8.876856237,3
2.88727901,2.140491396,9.0325044,2.748423145,2.746429934,7.118316609,1
4.855523749,3.641109226,8.715846986,6.36265671,5.490044017,1.462002039,6
2.254089328,4.670715773,4.29947713,3.758890678,8.740508938,5.721386344,2
7.149625048,7.178196658,2.678942002,4.383033882,7.075548508,8.987498888,3
6.281472007,4.164197791,0.617360882,5.438070716,0.865619071,2.104491556,5
1.687415405,6.754577773,1.98936574,5.324525739,1.865967007,8.862432371,4
0.358426284,7.723669874,6.965372091,2.624015155,3.71297508,4.710499365,1
3.587357552,5.331430078,2.629827644,6.842837319,8.609407103,3.823399195,6
9.851179263,3.192014591,7.983438903,0.57731247,9.256066534,0.045247831,1
1.504362824,4.37591885,8.197986215,9.811289442,8.986153181,5.40361459,6
1.246524996,3.217730666,1.467750347,7.876056082,0.22947252,8.877176078,6
2.329510131,6.742749579,6.93480018,8.321962912,0.245586515,1.388130778,6
4.147909411,4.154820852,0.90063101,4.418489329,2.784532304,6.902443598,3
9.116630295,4.792563189,5.982614974,2.776624082,0.215640711,3.429936153,1
4.167376547,5.751820445,5.506347749,8.10836461,4.580999478,2.345192488,6
5.906515034,8.882675677,4.856822005,7.934846354,1.518592105,8.313035075,6
3.322227477,6.818835597,5.218626209,5.540541767,6.397395465,1.888765164,5
4.333936364,6.260925302,0.125059945,6.161518665,7.145281427,7.827668499,6
5.637193914,1.204460168,5.798767609,4.824241995,2.392794948,6.81371398,3
5.482955061,5.09345329,6.95469294,2.306353596,2.462501056,7.157273079,1
5.289261965,0.216868249,4.076417249,3.535946146,9.921140902,4.212237225,2
9.57234399,9.592188511,4.175540664,4.767707899,5.869212228,0.795407468,4
6.903570887,8.470850808,8.496962634,3.791568986,4.640280691,8.488478013,2
8.774400005,4.756756022,4.183470345,4.125811117,1.075880147,7.173532648,2
3.207315401,6.538737609,8.5445809,7.98940379,1.568702195,2.967644191,6
1.056149633,1.03447195,7.556839127,0.401149741,1.975353511,5.037159731,1
4.355406054,9.307095713,6.306245178,2.536634091,3.595537385,5.284542709,1
4.386403396,3.037073317,3.691222835,8.495734225,5.805607362,1.767126556,6
2.141144483,9.570785061,5.005339753,9.264402759,2.155899569,8.628112204,6
4.672097683,6.646005638,0.460530656,9.420869211,1.728743639,3.572127793,6
2.484464529,2.258493294,3.381542553,0.055085381,4.016765376,8.90115196,1
0.873144141,5.734464596,3.564996386,7.605395014,1.294410917,8.455569441,6
8.399040365,3.830387625,5.173536463,8.498752325,6.40614997,5.740135555,6
5.098800633,7.194555403,8.267980978,9.319608147,9.270271231,1.002041391,6
7.568978649,1.821698758,3.31255505,7.817858096,6.941648369,7.729562113,6
3.083138739,9.476435385,5.182261849,7.270715631,5.819505498,1.627914489,6
6.320731728,3.277990272,2.758149879,2.35242965,0.157625752,0.467825011,1
1.85775236,3.449938083,6.340947049,8.290718811,9.702275889,4.334116101,6
9.766647395,7.845166852,0.651048526,9.615709732,7.564112371,3.004764964,6
9.567628099,7.897367716,4.355966501,2.970975171,4.034039901,7.233692929,2
3.564680459,7.120553257,6.562182525,6.86037755,0.211072061,1.962302886,6
0.934835924,4.131164652,1.801793926,1.680142793,1.725290604,6.066109977,1
5.060899829,2.889888974,3.780226294,2.564015988,2.406202899,8.577510742,1
0.859430429,2.452684965,5.293878991,8.087052605,8.479138107,7.078413033,6
7.585720325,0.939349521,6.465189402,7.944505203,5.392094675,1.066422155,6
0.601210176,2.919135032,1.82861694,7.666560165,4.856783062,3.186182595,6
2.134146574,8.266248827,6.517447521,7.506554292,6.810941631,0.730850837,6
6.368264179,4.512699344,2.737966553,8.965539425,3.375567075,9.051967999,6
1.036365962,4.055760894,2.915063954,8.754947439,4.755564608,2.315785498,6
1.869461032,7.73691672,3.052115783,6.188822159,5.122576399,4.992152956,6
6.50925987,3.534092868,1.32116361,4.892349102,7.316759549,7.681461931,4
6.933748264,7.640371542,0.290938169,2.459626158,7.682601813,2.703529574,1
0.664913193,6.192598115,6.057613159,8.000441637,5.805436543,9.333381027,6
6.565412251,5.062343048,1.162157055,1.539949474,9.494263779,7.09451239,1
8.367257951,2.221131324,3.151630445,3.075156801,8.744637974,8.147924699,2
6.56716786,7.997946867,1.940815385,4.947428833,2.573388639,7.802713263,4
3.725922445,9.471665057,0.265522772,2.495706048,9.091784653,1.654678297,2
6.301382051,4.801589335,7.729482191,3.306931854,4.63773671,1.834471518,2
3.858771196,5.598210324,8.998791411,3.267864522,5.679233752,7.682399511,2
0.499888182,0.192306414,2.87388054,9.299234529,6.469673462,9.376449163,6
0.66025514,7.055044025,7.977953777,2.18859069,9.611874077,4.408687038,2
4.322032291,8.444745181,0.689857175,6.354569175,6.449550102,5.538588631,6
1.687090106,6.197590117,5.456889799,2.072090198,9.414671767,6.592856689,1
3.185500366,9.384985957,2.492594333,1.108336151,8.42043033,3.590171621,1
0.549519742,9.651713024,8.228996465,0.763125641,7.646366499,3.95471049,1
5.467731476,2.997494604,7.019182782,9.133113251,1.543064248,2.101960438,6
6.553104726,1.66181675,9.282335245,4.375435924,7.792176959,4.073171174,3
5.243125305,8.339299689,3.363316105,3.039844644,4.217975223,0.062493845,2
0.717068153,2.711180074,1.479370612,8.563580784,2.473490109,5.371652902,6
8.305459649,2.314184703,8.045957695,2.956398282,8.304794799,2.327015494,2
8.741201833,1.289801201,7.227027379,6.276160967,9.351163723,7.698830969,6
0.181703718,5.498059083,6.585038159,5.814930084,2.238350829,6.264590616,6
2.342694936,1.146885016,1.232018825,5.764031748,4.568219355,2.530367821,5
9.427650938,2.337322671,0.508768077,4.433881733,1.490906075,9.887500743,3
6.442618265,0.618623473,9.87836729,7.098294371,6.662172386,9.143335951,6
3.831302353,4.741413391,4.854216625,4.119168767,6.577300877,7.199955537,3
7.058020509,4.640103938,8.06366728,2.00544493,7.359954087,5.180313297,1
5.534382002,2.147950404,1.990021287,4.66437558,2.136622431,1.670046481,3
8.257898698,0.82915527,8.622513354,6.567829815,3.432623985,8.964445281,6
3.726702301,8.34589262,8.484375337,9.682058773,1.71864701,8.725885813,6
4.37217041,6.30969878,9.400920308,6.39972275,5.243050084,0.876837165,6
4.571969773,8.356126407,4.107991128,8.445723276,6.154864191,0.051236483,6
3.638341283,1.838966453,8.710858332,5.784141285,4.678219548,4.600118484,5
2.098605378,2.923160819,2.466461843,2.893475385,8.930466802,6.995015588,2
4.69148842,1.397299867,8.723369277,9.993276213,7.063748762,5.066540719,6
1.25947756,5.167122704,6.074435334,4.658867542,2.460343041,4.788351916,3
7.542052565,1.826431515,4.367912056,8.121147851,8.512790923,4.117278864,6
6.430934024,8.742529665,6.038288274,6.468212408,2.47997914,1.262648385,6
6.094307213,3.688104264,0.966402456,7.543995966,8.081781871,4.521888804,6
9.234640281,2.307271417,9.14706332,0.693936301,5.968132786,5.286117298,1
2.023725367,1.264102438,6.256127417,7.801188948,5.576427312,1.921648857,6
5.498887698,8.710952826,1.873439777,6.620486663,6.13557979,8.554932825,6
1.233510105,5.127630928,1.336992321,5.764123118,6.532879089,0.711450004,6
2.491720425,1.494552204,8.321708761,5.679575144,3.79318923,5.12078584,5
5.495426969,9.814319384,5.764785883,2.14486267,1.633889412,6.014178895,1
5.631539829,4.30602433,6.9594773,7.374499833,1.841437997,1.474802459,6
5.714635455,2.687759476,0.042984193,5.186596858,1.090124181,9.476764394,4
6.228444765,7.933547254,2.120409222,5.174027258,5.250280508,9.963821711,4
7.017883354,8.787548747,6.816022213,2.75074137,2.442063256,7.283882797,1
